b0666	51
b0668	57
b0670	57
b0672	60
b0673	51
b0674	52
b0675	52
b0676	52
b0677	51
b0678	48
b0679	54
b0680	52
b0681	51
b0682	48
b0683	47
b4637	40
b0684	48
b0685	53
b0686	50
b0687	49
b0688	55
b0689	45
b0691	44
b4636	47
b0692	50
b0693	49
b4590	44
b0694	56
b0695	57
b0696	53
b0697	56
b0698	55
b4513	48
b0699	50
b0700	59
b0702	31
b0703	55
b0704	36
b4514	38
b0705	41
b0706	39
b0707	50
b0708	53
b0709	52
b0710	53
b0711	57
b0712	55
b0713	57
b0714	52
b0715	56
b0716	44
b0717	47
b0718	49
b0719	46
b0720	50
b0721	49
b0722	51
b0723	56
b0724	51
b0726	55
b0727	55
b0728	54
b0729	53
b0730	48
b0731	54
b0732	49
b0733	52
b0734	53
b4515	51
b0735	49
b0736	49
b0737	50
b0738	51
b0739	52
b0740	53
b0741	51
b0742	49
b0743	50
b0744	61
b0745	50
b0746	61
b0747	50
b0748	50
b0749	50
b0750	50
b0751	48
b0752	53
b0753	50
b0754	52
b0755	50
b0756	55
b0757	52
b0758	55
b0759	54
b0760	52
b0761	52
b0762	41
b0763	50
b0764	54
b0765	53
b0766	51
b0767	55
b0768	44
b0769	48
b0770	49
b0771	51
b0772	53
b0773	52
b0774	56
b0775	55
b0776	58
b0777	56
b0778	53
b4591	39
b0779	53
b0780	51
b0781	54
b0782	52
b0783	55
b0784	55
b0785	56
b0786	48
b0787	42
b0788	52
b0789	54
b0790	55
b0791	54
b0792	52
b0793	55
b0794	55
b0795	57
b0796	54
b0797	56
b0798	50
b0799	54
b0800	55
b0801	55
b0802	50
b0803	52
b0804	52
b0805	53
b0806	52
b0807	54
b0808	53
b0809	53
b0810	53
b0811	48
b0812	49
b0813	53
b0814	51
b0815	48
b0816	50
b4416	47
b0817	54
b0818	52
b0819	52
b0820	52
b0821	55
b0822	46
b0823	54
b0824	53
b0825	54
b0826	55
b0827	56
b0828	56
b0829	54
b0830	52
b0831	53
b0832	53
b0833	41
b0834	43
b0835	52
b0836	48
b0837	51
b0838	51
b0839	51
b0840	50
b0841	51
b0842	52
b0843	52
b0844	45
b0845	54
b0846	51
b4417	45
b0847	51
b0848	49
b0849	44
b0850	50
b0851	52
b0852	56
b0853	48
b0854	50
b0855	55
b0856	50
b0857	54
b0858	52
b0859	54
b0860	44
b0861	52
b0862	54
b0863	50
b0864	52
b0865	53
b0866	54
b0867	56
b0868	54
b0869	54
b0870	56
b0871	54
b0872	55
b0873	54
b0874	48
b0875	52
b0876	53
b0877	49
b0878	53
b0879	53
b0880	48
b0881	45
b0882	52
b0883	61
b0884	48
b0885	54
b0886	53
b0887	53
b0888	53
b0889	47
b0890	54
b0891	50
b0892	53
b0893	52
b0894	52
b0895	51
b0896	54
b0897	46
b0898	52
b0899	47
b0900	46
b0901	42
b0902	50
b0903	51
b0904	48
b0905	51
b0906	47
b0907	50
b0908	50
b0909	49
b0910	53
b0911	51
b0912	49
b0913	49
b0914	50
b0915	54
b0916	52
b0917	48
b0918	52
b0919	52
b0920	52
b0921	51
b0922	52
b0923	52
b0924	55
b0925	53
b0926	49
b0927	51
b0928	52
b0929	47
b0930	52
b0931	51
b0932	53
b0933	55
b0934	55
b0935	56
b0936	52
b0937	54
b0938	42
b0939	45
b0940	47
b0941	48
b0942	47
b0943	47
b0944	51
b0945	46
b0946	49
b0947	50
b0948	54
b0949	52
b0950	52
b0951	50
b0952	52
b0953	54
b0954	53
b0955	51
b0956	46
b0957	53
b0958	48
b0959	48
b0960	52
b0961	48
b0962	53
b0963	52
b0964	50
b0965	54
b0966	55
b0967	51
b0968	52
b0969	46
b0970	51
b0971	60
b0972	56
b0973	56
b0974	51
b0975	58
b0976	56
b0977	54
b0978	54
b0979	53
b4592	46
b0980	53
b0981	50
b0982	52
b0983	50
b0984	51
b0985	52
b0986	47
b0987	57
b4516	52
b0988	54
b0989	46
b0990	44
b0991	41
b4517	39
b0992	49
b0993	53
b0994	53
b0995	52
b0996	51
b0997	55
b0998	53
b0999	54
b1000	52
b1001	34
b1002	51
b1003	46
b1004	53
b4518	51
b1006	54
b1007	58
b1008	57
b1009	57
b1010	54
b1011	55
b1012	55
b1013	51
b1014	56
b1015	53
b4490	54
b1018	51
b1019	53
b1020	52
b1021	44
b1022	46
b1023	44
b1024	47
b1025	38
b1026	55
b1027	50
b1028	43
b1029	40
b1032	61
b1033	51
b1034	48
b1035	53
b1036	53
b1037	50
b1038	42
b1039	43
b1040	41
b1041	41
b1042	51
b1043	42
b1044	43
b1045	51
b1046	50
b1047	43
b1048	49
b1049	54
b1050	50
b1051	50
b1053	52
b1054	52
b1055	49
b1056	47
b1057	51
b1058	37
b1059	52
b1060	45
b1061	47
b1062	53
b1063	46
b1064	49
b1065	55
b1066	49
b1067	51
b1068	55
b1069	53
b1070	48
b1071	52
b1072	52
b1073	53
b1074	52
b1075	54
b1076	51
b1077	59
b1078	53
b1079	53
b1080	54
b1081	54
b1082	51
b1083	50
b1084	55
b1085	44
b1086	51
b1087	50
b4418	38
b1088	49
b1089	54
b1090	52
b1091	54
b1092	55
b1093	51
b1094	48
b1095	53
b1096	50
b1097	50
b1098	54
b1099	54
b1100	50
b1101	52
b1102	50
b1103	50
b1104	49
b1105	56
b1106	53
b1107	53
b1108	46
b1109	52
b1110	53
b1111	51
b1112	47
b1113	53
b1114	54
b1115	49
b1116	54
b1117	55
b1118	51
b1119	52
b1120	51
b1121	42
b1122	43
b1123	50
b1124	50
b1125	50
b1126	50
b1127	49
b1128	54
b1129	51
b1130	47
b1131	52
b1132	57
b1133	53
b1134	50
b1135	51
b1136	50
b1137	34
b1138	30
b1139	36
b1140	44
b1141	44
b1143	38
b1144	46
b1145	44
b1146	42
b1147	49
b1148	49
b1149	54
b1150	60
b1151	55
b1152	57
b1153	57
b1154	50
b1155	42
b1156	47
b1157	46
b1158	48
b1159	38
b4519	46
b1160	33
b1161	36
b1162	48
b1163	43
b1164	41
b1165	36
b1166	34
b1167	35
b1168	44
b4520	40
b4491	43
b1171	45
b1172	53
b4593	32
b4594	38
b4521	50
b1174	43
b1175	49
b1176	51
b1177	42
b1178	43
b1179	43
b1180	51
b1181	47
b1182	41
b1183	48
b1184	50
b1185	52
b1186	52
b1187	51
b1188	49
b1189	56
b1190	57
b1191	52
b1192	53
b1193	51
b1194	50
b1195	53
b1196	41
b1197	52
b1198	50
b1199	53
b1200	53
b1201	51
b1202	49
b1203	51
b1204	49
b1205	53
b1206	54
b1207	52
b1208	53
b1209	51
b1210	54
b1211	53
b1212	55
b1213	47
b1214	46
b1215	51
b4419	55
b4420	52
b4421	58
b4422	50
b4423	55
b4424	48
b1216	48
b1217	45
b1218	54
b1219	51
b1220	50
b1221	51
b1222	53
b1223	53
b1224	54
b1225	53
b1226	56
b1227	55
b1228	59
b4425	57
b1229	64
b1230	58
b1231	58
b1232	47
b1233	46
b1234	50
b1235	48
b1236	46
b1237	46
b1238	42
b4573	56
b1241	50
b1242	47
b1243	47
b1244	45
b1245	52
b1246	51
b1247	51
b1248	47
b1249	51
b4595	50
b1250	42
b1251	48
b1252	54
b1253	48
b1254	46
b1255	49
b1256	50
b1257	40
b1258	43
b1259	51
b1260	53
b1261	54
b1262	52
b1263	56
b1264	54
b1265	44
b1266	54
b1267	48
b1268	46
b1269	53
b1270	50
b1271	52
b1272	50
b1273	47
b1274	51
b1275	48
b4522	49
b4523	45
b1276	52
b1277	50
b1278	50
b1279	50
b1280	51
b1281	52
b1282	49
b1283	52
b1284	48
b4596	47
b1285	48
b1286	53
b1287	50
b1288	53
b1289	49
b1290	51
b1291	51
b1292	56
b1293	51
b1294	54
b1295	48
b1296	53
b1297	53
b1298	52
b1299	50
b1300	57
b1301	58
b1302	57
b1303	51
b1304	49
b1305	47
b1306	50
b1307	54
b1308	50
b1309	43
b1310	50
b1311	53
b1312	52
b1313	55
b1314	53
b1315	54
b1316	53
b1317	56
b4524	49
b1319	49
b1320	45
b1321	54
b1322	56
b1323	52
b1324	51
b1325	54
b1326	53
b4525	41
b1327	48
b1328	46
b1329	47
b1330	43
b1331	54
b1332	45
b1333	50
b1334	51
b1335	53
b1336	49
b1337	52
b1338	55
b1339	49
b4426	44
b1340	54
b1341	47
b1342	51
b1343	51
b1344	48
b1345	42
b1346	44
b1347	34
b1348	40
b1349	47
b1350	49
b1351	39
b4526	36
b1352	41
b1353	37
b4527	49
b1355	47
b1356	41
b1357	43
b1358	50
b1359	47
b1360	52
b1361	47
b1362	52
b4528	56
b1363	38
b1365	48
b1366	49
b1368	46
b4570	56
b1370	55
b1372	53
b1373	48
b1374	44
b1375	33
b4638	31
b1376	48
b1377	46
b4427	38
b1378	53
b4529	54
b1379	46
b1380	50
b1381	52
b1382	43
b1383	44
b1384	48
b1385	53
b1386	50
b1387	54
b1388	52
b1389	49
b1390	53
b1391	55
b1392	53
b1393	54
b1394	54
b1395	53
b1396	51
b1397	55
b1398	51
b1399	50
b1400	50
b4492	49
b1402	55
b1403	53
b1404	45
b1406	53
b1407	43
b1408	46
b1409	43
b1410	50
b1411	50
b1412	51
b1413	53
b1414	51
b1415	50
b4493	48
b1418	47
b4597	50
b1419	44
b4428	53
b1420	51
b4429	51
b1421	51
b1422	50
b1423	52
b1424	50
b1426	41
b1427	43
b1428	48
b1429	53
b1430	45
b1431	44
b4578	47
b1432	51
b1433	52
b1434	49
b1435	51
b1436	48
b4532	49
b1438	45
b1439	51
b1440	52
b1441	54
b1442	52
b1443	53
b1444	53
b4598	33
b1445	44
b1446	54
b1447	51
b1448	53
b1449	52
b1450	43
b1451	51
b1452	50
b1453	52
b1454	47
b1455	31
b1456	58
b1457	27
b1459	37
b1460	41
b1461	43
b1462	51
b1463	51
b1464	52
b1465	52
b1466	56
b1467	54
b1468	55
b1469	48
b1470	35
b1471	32
b1472	42
b1473	49
b1474	54
b1475	55
b1476	49
b1477	51
b1478	52
b1479	52
b1480	44
b1481	45
b1482	50
b1483	54
b1484	54
b1485	53
b1486	54
b1487	50
b1488	52
b1489	50
b1490	44
b1491	52
b1492	48
b1493	53
b1494	46
b1495	45
b1496	43
b1497	38
b1498	44
b1499	39
b1501	50
b1502	44
b1503	44
b1504	44
b1505	44
b1506	46
b1507	48
b1508	44
b1509	53
b1510	49
b1511	52
b1512	50
b1513	53
b1514	53
b1515	53
b1516	49
b1517	49
b1518	46
b1519	53
b1520	47
b1521	51
b1522	50
b1523	52
b1524	51
b1525	53
b1526	53
b1527	39
b1528	51
b1529	51
b1530	49
b1531	45
b1532	50
b1533	49
b1534	49
b4599	38
b1535	44
b1536	47
b1537	49
b1538	49
b1539	50
b1540	50
b1541	51
b1542	49
b4600	46
b1544	33
b1545	44
b1546	48
b1547	52
b1548	53
b4533	44
b1549	31
b1550	29
b1551	43
b1552	40
b1553	45
b1554	50
b1555	43
b1556	46
b1557	35
b1558	48
b1559	47
b1560	52
b1561	40
b1562	51
b1563	46
b1564	47
b1565	46
b1566	42
b1567	41
b1568	50
b1569	46
b1570	43
b1571	48
b1572	46
b1573	50
b1574	54
b1575	35
b1576	43
b1577	48
b1578	54
b1579	42
b1580	44
b1581	50
b1582	51
b1583	51
b1584	46
b1585	43
b1586	56
b1587	50
b1588	51
b1589	52
b1590	52
b1591	53
b1592	54
b1593	52
b1594	52
b1595	52
b1596	52
b1597	51
b4601	42
b1598	52
b1599	51
b1600	42
b1601	50
b1602	52
b1603	52
b1604	51
b1605	53
b1606	50
b1607	47
b1608	49
b1609	50
b1610	50
b1611	53
b1612	51
b1613	50
b1614	49
b1615	47
b1616	51
b1617	52
b1618	50
b1619	47
b1620	53
b1621	52
b1622	50
b1623	53
b1624	53
b4409	42
b1625	47
b1626	48
b1627	51
b1628	54
b1629	55
b1630	52
b1631	53
b1632	52
b1633	49
b1634	51
b1635	50
b1636	53
b1637	51
b1638	51
b1639	45
b1640	54
b1641	51
b1642	48
b1643	48
b1644	50
b1645	52
b1646	52
b1647	52
b1648	51
b1649	52
b1650	53
b1651	51
b1652	54
b1653	56
b1654	52
b1655	47
b1656	50
b1657	53
b4602	50
b1658	53
b1659	53
b1660	53
b1661	47
b1662	47
b1663	52
b1664	51
b1665	53
b1666	61
b1667	44
b1668	47
b1669	52
b1670	49
b1671	50
b1672	52
b1673	47
b1674	49
b1675	46
b1676	49
b1677	50
b1678	51
b1679	48
b1680	54
b1681	53
b1682	50
b1683	51
b1684	53
b4430	52
b1685	44
b1686	51
b1687	53
b1688	54
b4431	38
b1689	45
b1690	44
b1691	45
b1692	47
b1693	50
b1694	47
b1695	51
b1696	41
b1697	51
b1698	53
b1699	54
b1700	47
b1701	49
b1702	54
b1703	51
b1704	53
b1705	50
b1706	52
b1707	42
b1708	49
b1709	55
b1710	49
b1711	55
b1712	50
b1713	54
b1714	53
b1715	35
b1716	48
b1717	50
b1718	48
b1719	49
b4494	39
b4535	48
b1722	49
b1723	54
b1724	43
b1725	51
b1726	43
b1727	51
b1728	50
b1729	52
b1730	35
b1731	52
b1732	52
b1733	51
b1734	46
b1735	41
b1736	49
b1737	49
b1738	43
b1739	49
b1740	49
b1741	51
b1742	51
b1743	50
b1744	53
b1745	55
b1746	58
b1747	56
b1748	55
b1749	53
b1750	48
b1751	48
b1752	51
b1753	56
b1754	56
b1755	56
b1756	51
b1757	53
b1758	53
b1759	54
b1760	50
b1761	53
b1762	41
b1763	55
b1764	54
b1765	55
b1766	51
b1767	51
b1768	53
b1769	45
b1770	42
b1771	47
b1772	45
b1773	45
b1774	46
b1775	49
b1776	49
b1777	45
b1778	48
b1779	50
b1780	49
b1781	50
b1782	52
b1783	50
b1784	49
b1785	38
b1786	46
b1787	51
b1788	42
b1789	54
b1790	49
b1791	52
b1792	52
b1793	52
b1794	48
b1795	46
b1796	45
b1797	48
b1798	45
b1799	52
b1800	53
b1801	51
b1802	51
b1803	50
b1804	54
b1805	51
b1806	53
b1807	55
b1808	55
b1809	51
b1810	41
b1811	56
b1812	50
b1813	54
b1814	53
b1815	50
b1816	53
b1817	50
b1818	51
b1819	52
b1820	45
b1821	51
b1822	51
b1823	46
b1824	42
b1825	43
b1826	46
b4536	43
b1827	49
b1828	52
b1829	53
b1830	50
b1831	52
b1832	47
b1833	50
b1834	53
b1835	51
b1836	48
b1837	45
b1838	47
b4432	45
b4433	46
b1839	45
b1840	53
b1841	49
b1842	48
b1843	52
b1844	51
b1845	49
b1846	52
b1847	49
b1848	49
b1849	53
b1850	56
b1851	53
b1852	51
b1853	48
b1854	52
b1855	51
b1856	52
b1857	49
b1858	49
b1859	51
b1860	52
b1861	53
b1862	44
b1863	55
b1864	52
b1865	52
b1866	53
b1867	53
b1868	51
b1869	50
b1870	50
b1871	52
b1872	51
b1873	47
b1874	51
b1875	50
b1876	53
b1877	38
b1878	52
b1879	54
b1880	54
b1881	53
b1882	49
b1883	54
b1884	54
b1885	53
b1886	52
b1887	51
b1888	53
b1889	53
b1890	51
b1891	49
b1892	46
b1893	54
b1894	52
b1895	44
b1896	49
b1897	50
b4460	51
b1900	52
b1901	51
b1902	47
b4537	48
b4434	43
b1904	50
b1905	42
b1906	47
b1907	51
b1908	53
b1909	59
b1910	56
b1911	60
b1912	52
b1913	51
b1914	49
b1915	48
b1916	46
b1917	54
b1918	52
b1919	54
b1920	49
b1921	46
b1922	54
b1923	47
b1924	52
b1925	49
b1926	51
b1927	49
b1928	57
b1929	54
b1930	48
b1931	51
b1932	47
b4495	33
b1936	50
b1937	53
b1938	54
b1939	55
b1940	57
b1941	58
b1942	51
b1943	54
b1944	53
b1945	53
b1946	55
b1947	54
b1948	53
b1949	50
b1950	47
b1951	38
b1952	51
b1953	48
b1954	43
b1955	52
b1956	51
b1957	53
b1958	53
b1959	53
b1960	56
b1961	52
b1962	54
b1963	50
b4603	35
b4496	45
b1967	48
b1968	39
b1969	44
b1970	41
b1971	52
b1972	47
b1973	38
b1974	42
b1975	63
b1976	45
b1977	52
b1978	49
b4497	38
b1981	50
b1982	50
b1983	39
b1984	52
b1985	48
b1986	52
b1987	48
b1988	48
b1989	52
b1990	49
b1991	51
b1992	53
b1993	50
b4639	41
b1994	54
b4640	41
b4641	40
b4582	45
b1996	55
b1997	53
b1999	58
b4435	42
b2000	58
b2001	50
b2002	58
b2003	52
b2004	57
b2005	53
b2006	48
b4642	52
b4538	43
b2007	47
b2008	50
b2009	47
b2010	49
b2011	50
b2012	50
b2013	50
b2014	52
b2015	50
b2016	51
b4539	44
b2017	48
b2018	43
b2019	54
b2020	58
b2021	55
b2022	53
b2023	56
b2024	57
b2025	51
b2026	54
b2027	45
b2028	43
b2029	50
b4571	35
b2030	54
b2032	31
b2033	40
b2034	35
b2035	32
b2036	35
b2037	35
b2038	38
b2039	42
b2040	46
b2041	43
b2042	51
b2043	47
b2044	54
b2045	54
b2046	54
b2047	54
b2048	55
b2049	55
b2050	55
b2051	54
b2052	56
b2053	54
b2054	47
b2055	45
b2056	42
b2057	53
b2058	53
b2059	51
b2060	52
b2061	54
b2062	53
b2063	53
b2064	52
b2065	60
b2066	48
b2067	52
b2068	55
b2069	56
b2070	50
b2071	41
b2072	52
b2073	51
b4436	48
b4437	53
b2074	55
b2075	56
b2076	56
b2077	55
b2078	53
b2079	54
b2080	48
b2081	54
b4438	44
b2082	50
b2083	48
b2085	36
b2086	49
b4498	46
b2088	50
b2089	55
b2091	48
b2092	51
b2093	41
b2094	42
b2095	48
b2096	53
b2097	51
b2098	50
b2099	55
b2100	56
b2101	51
b2102	47
b2103	55
b2104	54
b2105	48
b2106	51
b2107	49
b2108	38
b2109	45
b2110	39
b2111	40
b2112	43
b2113	53
b2114	53
b4499	50
b2118	50
b4541	38
b2119	54
b2120	55
b2121	54
b2122	54
b2123	42
b2124	49
b2125	49
b2126	50
b2127	52
b4542	49
b2128	57
b2129	55
b2130	57
b2131	54
b2132	54
b2133	52
b2134	50
b2135	53
b2136	54
b2137	55
b2139	55
b2140	54
b2141	49
b2142	53
b2143	54
b2144	47
b2145	42
b2146	51
b2147	51
b2148	50
b2149	45
b2150	51
b2151	52
b2152	54
b2153	51
b2154	54
b2155	52
b2156	53
b2157	53
b2158	53
b2159	52
b2160	51
b2161	50
b2162	52
b2163	45
b2164	51
b2165	49
b2166	47
b2167	55
b2168	53
b2169	55
b2170	53
b4502	55
b2171	49
b2172	52
b2173	54
b2174	44
b2175	46
b2176	50
b2177	51
b2178	51
b2179	52
b2180	51
b2181	48
b2182	53
b2183	52
b2184	53
b2185	50
b2186	52
b2187	50
b2188	52
b2189	66
b2190	48
b2192	54
b2193	52
b2194	54
b2195	54
b2196	57
b2197	53
b2198	57
b2199	55
b2200	55
b2201	55
b2202	51
b2203	55
b2204	55
b2205	59
b2206	56
b2207	54
b2208	55
b4604	40
b2209	49
b2210	54
b2211	53
b2212	52
b2213	56
b2214	53
b2215	50
b4439	35
b2216	49
b2217	47
b2218	50
b2219	48
b2220	48
b2221	53
b2222	53
b2223	53
b2224	52
b2225	52
b2226	54
b4500	53
b2229	51
b2230	51
b2231	53
b2232	54
b2233	51
b4605	42
b2234	53
b2235	50
b2236	56
b2237	49
b2238	41
b2239	45
b2240	52
b2241	57
b2242	55
b2243	53
b2244	48
b4543	50
b2245	53
b2246	52
b2247	52
b2248	50
b2249	54
b2250	53
b2251	47
b2252	43
b2253	51
b2254	49
b2255	51
b2256	52
b2257	50
b4544	53
b2258	48
b2259	46
b2260	56
b2261	58
b2262	55
b2263	56
b2264	58
b2265	53
b2266	51
b2267	47
b2268	50
b2269	35
b2270	47
b2271	45
b2272	45
b2273	39
b2274	38
b2275	43
b2276	57
b2277	54
b2278	57
b2279	54
b2280	53
b2281	54
b2282	54
b2283	56
b2284	56
b2285	55
b2286	55
b2287	51
b2288	53
b2289	49
b2290	50
b2291	49
